reading_id,timestamp,site_id,zone_id,sensor_id,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,signal_dbm,sensor_battery_pct,angular_crack_velocity_product,crack_expansion_ratio,moisture_weighted_tilt,hazard_index_H,risk_class
2066,2026-03-28T02:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.71,0.02,0.78,0.2,0,17,-70,78,0.006,0.227,0.121,0.084,Normal
2067,2026-03-28T03:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.38,0,0,0,0.77,29,-73,72,0,0,0.11,0.103,Normal
2068,2026-03-28T04:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0,0.1,1.22,0,0.43,27,-74,63,0.01,0,0,0.125,Normal
2069,2026-03-28T05:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.72,0.1,3.65,0.43,0.75,32,-69,95,0.053,0.115,0.55,0.229,Normal
2070,2026-03-28T06:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.34,0.12,0,0.02,0.94,24,-82,93,0.014,0.2,0.082,0.019,Normal
2071,2026-03-28T07:00:00.000Z,korba-west-bench,zone-c,TL-301,1.29,0.33,1.74,0.53,2.35,50,-78,64,0.208,0.288,0.645,0.216,Normal
2072,2026-03-28T08:00:00.000Z,singareni-s4,zone-b,SN-101,0.86,0.06,0,0.03,0.15,34,-83,75,0.008,0.3,0.292,0.121,Normal
2073,2026-03-28T09:00:00.000Z,korba-west-bench,zone-b,EX-201,0,0.13,2.36,0,0.75,35,-80,83,0.013,0,0,0.052,Normal
2074,2026-03-28T10:00:00.000Z,korba-west-bench,zone-b,PZ-401,0.33,0.18,0.72,0.39,0.64,20,-81,64,0.088,0.476,0.066,0.142,Normal
2075,2026-03-28T11:00:00.000Z,korba-west-bench,zone-c,SN-101,3.72,0.93,6.77,1.01,3.61,72,-71,63,1.032,0.147,2.678,0.676,Critical
2076,2026-03-28T12:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.27,0.5,3.65,0.54,1.06,53,-65,69,0.32,0.144,0.673,0.351,Warning
2077,2026-03-28T13:00:00.000Z,raniganj-south-slope,zone-d,EX-201,3.15,0.88,8.7,1.34,3.39,70,-84,99,1.267,0.152,2.205,0.659,Critical
2078,2026-03-28T14:00:00.000Z,singareni-s4,zone-a,PZ-401,0.59,0,0.5,0.2,0.2,13,-76,94,0,0.333,0.077,0.032,Normal
2079,2026-03-28T15:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.66,0.22,0.37,0.18,0.88,24,-76,64,0.062,0.383,0.158,0.154,Normal
2080,2026-03-28T16:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.27,0.09,0.96,0.14,0.46,19,-71,62,0.022,0.132,0.051,0.126,Normal
2081,2026-03-28T17:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.4,0.23,1.25,0.4,1.19,32,-76,92,0.115,0.296,0.128,0.18,Normal
2082,2026-03-28T18:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.16,0.51,3.34,0.84,1.24,66,-76,87,0.479,0.244,0.766,0.34,Warning
2083,2026-03-28T19:00:00.000Z,raniganj-south-slope,zone-a,EX-201,3.81,0.74,8.33,1.11,3.08,54,-71,82,0.895,0.132,2.057,0.637,Critical
2084,2026-03-28T20:00:00.000Z,singareni-s4,zone-d,EX-201,0,0.02,1.57,0,0.86,25,-83,65,0.002,0,0,0.091,Normal
2085,2026-03-28T21:00:00.000Z,jharia-open-pit,zone-c,SN-101,3.7,0.99,6.72,1.24,3,74,-66,91,1.327,0.182,2.738,0.662,Critical
2086,2026-03-28T22:00:00.000Z,singareni-s4,zone-d,SN-101,1.56,0.31,3.65,0,1.66,52,-83,93,0.031,0,0.811,0.256,Normal
2087,2026-03-28T23:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.46,0.21,1.22,0.3,0.6,20,-65,75,0.084,0.227,0.092,0.188,Normal
2088,2026-03-29T00:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.55,0.01,1.91,0,1.22,26,-60,62,0.001,0,0.143,0.105,Normal
2089,2026-03-29T01:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.07,0,1.25,0.19,1.34,14,-75,62,0,0.141,0.01,0.099,Normal
2090,2026-03-29T02:00:00.000Z,raniganj-south-slope,zone-d,SN-101,3.16,0.89,6.15,1.25,3.28,78,-69,60,1.202,0.2,2.465,0.697,Critical
2091,2026-03-29T03:00:00.000Z,singareni-s4,zone-a,PZ-401,1,0.17,1.62,0.3,0,16,-64,68,0.068,0.174,0.16,0.123,Normal
2092,2026-03-29T04:00:00.000Z,singareni-s4,zone-d,SN-101,3.29,0.96,6.87,1.05,2.91,52,-71,90,1.104,0.151,1.711,0.627,Critical
2093,2026-03-29T05:00:00.000Z,raniganj-south-slope,zone-c,EX-201,0.11,0.22,0.32,0.18,0.33,23,-81,72,0.062,0.429,0.025,0.092,Normal
2094,2026-03-29T06:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.44,0.2,1.68,0.14,0.23,37,-65,86,0.048,0.079,0.163,0.12,Normal
2095,2026-03-29T07:00:00.000Z,korba-west-bench,zone-a,PZ-401,1.23,0.56,2.53,0.46,1.02,48,-67,72,0.314,0.175,0.59,0.283,Normal
2096,2026-03-29T08:00:00.000Z,korba-west-bench,zone-b,TL-301,1.86,0.59,3.87,0.51,2.63,34,-75,82,0.36,0.128,0.632,0.402,Warning
2097,2026-03-29T09:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.33,0.08,0.25,0.01,0.22,36,-62,85,0.009,0.029,0.119,0.043,Normal
2098,2026-03-29T10:00:00.000Z,korba-west-bench,zone-a,EX-201,0.47,0,0.7,0.19,0.76,34,-68,91,0,0.238,0.16,0.15,Normal
2099,2026-03-29T11:00:00.000Z,korba-west-bench,zone-a,SN-101,0.47,0.2,0.24,0.03,0,41,-64,77,0.026,0.088,0.193,0.153,Normal
2100,2026-03-29T12:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.44,0,0.07,0.13,0.42,29,-68,93,0,0.765,0.128,0.077,Normal
2101,2026-03-29T13:00:00.000Z,singareni-s4,zone-a,EX-201,1.05,0.47,3.94,0.45,2.3,50,-81,62,0.259,0.111,0.525,0.308,Warning
2102,2026-03-29T14:00:00.000Z,singareni-s4,zone-c,EX-201,0,0.28,0.8,0.1,1.05,25,-70,100,0.056,0.111,0,0.131,Normal
2103,2026-03-29T15:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.56,0.33,2.8,0.53,1.96,54,-80,93,0.208,0.183,0.842,0.314,Warning
2104,2026-03-29T16:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.45,0,1.42,0.05,0.56,22,-68,95,0,0.033,0.099,0.073,Normal
2105,2026-03-29T17:00:00.000Z,jharia-open-pit,zone-c,PZ-401,3.55,0.78,7.79,1.26,3.62,92,-70,63,1.061,0.16,3.266,0.706,Critical
2106,2026-03-29T18:00:00.000Z,raniganj-south-slope,zone-a,SN-101,1.55,0.25,3.64,0.42,1.5,49,-71,68,0.13,0.112,0.759,0.268,Normal
2107,2026-03-29T19:00:00.000Z,jharia-open-pit,zone-b,EX-201,0,0.08,0.69,0.15,0.84,28,-72,61,0.02,0.19,0,0.147,Normal
2108,2026-03-29T20:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.22,0.21,1.06,0.13,0.55,38,-85,65,0.048,0.112,0.084,0.079,Normal
2109,2026-03-29T21:00:00.000Z,singareni-s4,zone-a,EX-201,3.39,1.23,7.13,1.33,2.96,73,-60,85,1.759,0.184,2.475,0.686,Critical
2110,2026-03-29T22:00:00.000Z,korba-west-bench,zone-c,SN-101,0,0.04,1.12,0,0,41,-81,81,0.004,0,0,0.102,Normal
2111,2026-03-29T23:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.59,0.44,2.75,0.59,3.28,65,-63,74,0.304,0.207,1.034,0.37,Warning
2112,2026-03-30T00:00:00.000Z,singareni-s4,zone-a,PZ-401,0,0.07,2.18,0,0,24,-83,77,0.007,0,0,0.044,Normal
2113,2026-03-30T01:00:00.000Z,singareni-s4,zone-c,SN-101,1.48,0.21,3.19,0.37,2.28,35,-61,84,0.099,0.112,0.518,0.333,Warning
2114,2026-03-30T02:00:00.000Z,korba-west-bench,zone-a,SN-101,4.06,0.9,8.89,1.11,3.32,58,-76,90,1.089,0.123,2.355,0.72,Critical
2115,2026-03-30T03:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.96,0.02,0.77,0.15,0,21,-71,71,0.005,0.172,0.202,0.066,Normal
2116,2026-03-30T04:00:00.000Z,korba-west-bench,zone-b,EX-201,0,0,0,0.06,0.93,25,-71,91,0,0.6,0,0.025,Normal
2117,2026-03-30T05:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.16,0.26,2.88,0.07,1.74,52,-75,80,0.044,0.023,0.603,0.22,Normal
2118,2026-03-30T06:00:00.000Z,korba-west-bench,zone-c,EX-201,3.39,1.13,9.05,1.03,2.8,96,-82,97,1.277,0.113,3.254,0.669,Critical
2119,2026-03-30T07:00:00.000Z,jharia-open-pit,zone-b,SN-101,4.08,0.84,5.97,1.16,3.6,80,-68,84,1.058,0.191,3.264,0.643,Critical
2120,2026-03-30T08:00:00.000Z,korba-west-bench,zone-a,EX-201,0.3,0.04,0.06,0.38,0.6,27,-83,72,0.019,2.375,0.081,0.034,Normal
2121,2026-03-30T09:00:00.000Z,singareni-s4,zone-b,TL-301,3.99,0.74,7.44,1.15,2.9,83,-67,74,0.925,0.153,3.312,0.535,Warning
2122,2026-03-30T10:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.22,0.16,1.37,0,0,28,-79,72,0.016,0,0.062,0.03,Normal
2123,2026-03-30T11:00:00.000Z,singareni-s4,zone-b,EX-201,0.88,0.12,1.29,0.01,0.66,31,-81,67,0.013,0.007,0.273,0.094,Normal
2124,2026-03-30T12:00:00.000Z,jharia-open-pit,zone-b,EX-201,2.35,0.2,2.99,0.26,2.34,50,-61,91,0.072,0.084,1.175,0.258,Normal
2125,2026-03-30T13:00:00.000Z,jharia-open-pit,zone-a,PZ-401,1.07,0.09,0,0.12,0.91,41,-65,90,0.02,1.2,0.439,0.151,Normal
2126,2026-03-30T14:00:00.000Z,korba-west-bench,zone-d,SN-101,0.43,0.03,0.81,0.11,0.46,31,-67,70,0.006,0.121,0.133,0.085,Normal
2127,2026-03-30T15:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,3.44,0.7,7.26,1.33,2.99,78,-82,99,1.001,0.181,2.683,0.628,Critical
2128,2026-03-30T16:00:00.000Z,korba-west-bench,zone-a,SN-101,0.51,0.01,0.88,0.29,0.37,29,-71,80,0.004,0.296,0.148,0.08,Normal
2129,2026-03-30T17:00:00.000Z,singareni-s4,zone-c,TL-301,3.43,0.82,7.94,1.13,3.8,80,-84,75,1.009,0.141,2.744,0.603,Critical
2130,2026-03-30T18:00:00.000Z,singareni-s4,zone-a,TL-301,0,0,0.49,0.11,0.4,25,-70,95,0,0.186,0,0.064,Normal
2131,2026-03-30T19:00:00.000Z,jharia-open-pit,zone-d,PZ-401,0.66,0.08,1.6,0.1,1.31,11,-64,79,0.016,0.059,0.073,0.139,Normal
2132,2026-03-30T20:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.05,0.12,0.26,0,1.15,24,-77,76,0.012,0,0.012,0.11,Normal
2133,2026-03-30T21:00:00.000Z,singareni-s4,zone-b,SN-101,2.92,0.74,8.73,1.14,2.85,77,-73,91,0.918,0.129,2.248,0.671,Critical
2134,2026-03-30T22:00:00.000Z,jharia-open-pit,zone-c,EX-201,3.4,0.87,7.86,1.11,2.67,54,-70,78,1.053,0.139,1.836,0.568,Critical
2135,2026-03-30T23:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.76,0.27,0,0,1.43,22,-66,89,0.027,0,0.167,0.147,Normal
2136,2026-03-31T00:00:00.000Z,korba-west-bench,zone-a,SN-101,0.48,0.27,0.85,0,0.36,29,-69,82,0.027,0,0.139,0.105,Normal
2137,2026-03-31T01:00:00.000Z,singareni-s4,zone-b,PZ-401,0.95,0.25,2.39,0.56,1.59,41,-70,74,0.165,0.225,0.389,0.231,Normal
2138,2026-03-31T02:00:00.000Z,korba-west-bench,zone-a,EX-201,0.79,0.02,0.11,0.25,0.68,22,-73,74,0.007,1.19,0.174,0.153,Normal
2139,2026-03-31T03:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.58,0.19,2.09,0.16,2.02,40,-68,68,0.049,0.073,0.632,0.315,Warning
2140,2026-03-31T04:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.08,0.31,2.39,0.71,1.61,60,-65,89,0.251,0.285,0.648,0.252,Normal
2141,2026-03-31T05:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0,0.4,0,0,0.37,31,-63,77,0.04,0,0,0.088,Normal
2142,2026-03-31T06:00:00.000Z,raniganj-south-slope,zone-d,TL-301,1.44,0.29,3.86,0.49,1.56,49,-67,96,0.171,0.124,0.706,0.325,Warning
2143,2026-03-31T07:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.47,0,0,0.17,0.62,24,-63,92,0,1.7,0.113,0.049,Normal
2144,2026-03-31T08:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.05,0.2,2.56,0,1.67,32,-65,73,0.02,0,0.016,0.187,Normal
2145,2026-03-31T09:00:00.000Z,singareni-s4,zone-b,EX-201,1.22,0.41,2.4,0.65,2.47,40,-84,71,0.307,0.26,0.488,0.272,Normal
2146,2026-03-31T10:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.19,0.17,0.17,0,1.04,25,-68,72,0.017,0,0.048,0.082,Normal
2147,2026-03-31T11:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.14,0,0.06,0.07,0.1,29,-64,69,0,0.438,0.041,0.043,Normal
2148,2026-03-31T12:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.92,0.24,0.42,0.16,0,15,-61,97,0.062,0.308,0.138,0.119,Normal
2149,2026-03-31T13:00:00.000Z,singareni-s4,zone-b,SN-101,1.44,0.17,0.2,0.08,0.35,24,-74,100,0.031,0.267,0.346,0.111,Normal
2150,2026-03-31T14:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.69,0,1.41,0.21,0.47,20,-68,70,0,0.139,0.138,0.066,Normal
2151,2026-03-31T15:00:00.000Z,jharia-open-pit,zone-b,EX-201,0,0.01,1.5,0,0,28,-67,94,0.001,0,0,0.065,Normal
2152,2026-03-31T16:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.4,0,0.68,0.15,0,30,-84,72,0,0.192,0.12,0.054,Normal
2153,2026-03-31T17:00:00.000Z,singareni-s4,zone-a,SN-101,1.11,0.51,2.22,0.78,1.73,35,-67,79,0.449,0.336,0.389,0.296,Normal
2154,2026-03-31T18:00:00.000Z,singareni-s4,zone-d,PZ-401,2.01,0.25,3.93,0.41,1.4,44,-76,63,0.128,0.102,0.884,0.347,Warning
2155,2026-03-31T19:00:00.000Z,korba-west-bench,zone-b,SN-101,0.22,0,1.81,0.03,0.64,37,-65,98,0,0.016,0.081,0.071,Normal
2156,2026-03-31T20:00:00.000Z,korba-west-bench,zone-b,TL-301,0.24,0.07,0.69,0.13,0.23,30,-67,96,0.016,0.165,0.072,0.113,Normal
2157,2026-03-31T21:00:00.000Z,raniganj-south-slope,zone-b,TL-301,3.62,1.1,8.66,1.18,3.29,75,-81,97,1.408,0.135,2.715,0.686,Critical
2158,2026-03-31T22:00:00.000Z,jharia-open-pit,zone-d,SN-101,1.02,0.32,3.25,0.5,0.57,44,-66,73,0.192,0.149,0.449,0.288,Normal
2159,2026-03-31T23:00:00.000Z,korba-west-bench,zone-b,SN-101,1.7,0.38,2.94,0.54,1.69,58,-64,63,0.243,0.178,0.986,0.339,Warning
2160,2026-04-01T00:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.68,0.21,1.95,0,0.13,24,-72,73,0.021,0,0.163,0.139,Normal
2161,2026-04-01T01:00:00.000Z,korba-west-bench,zone-c,SN-101,1.24,0.32,3.46,0.39,2.36,37,-83,67,0.157,0.11,0.459,0.262,Normal
2162,2026-04-01T02:00:00.000Z,singareni-s4,zone-b,PZ-401,1.03,0.01,0.61,0.04,0.26,28,-84,96,0.001,0.056,0.288,0.156,Normal
2163,2026-04-01T03:00:00.000Z,singareni-s4,zone-a,SN-101,3.14,0.96,7.62,1.2,3.8,75,-82,66,1.248,0.155,2.355,0.624,Critical
2164,2026-04-01T04:00:00.000Z,jharia-open-pit,zone-c,SN-101,0,0.19,0,0.26,0.28,21,-75,64,0.068,2.6,0,0.049,Normal
2165,2026-04-01T05:00:00.000Z,raniganj-south-slope,zone-c,EX-201,0.81,0.14,1.96,0.18,1.19,37,-69,70,0.039,0.087,0.3,0.245,Normal
2166,2026-04-01T06:00:00.000Z,singareni-s4,zone-b,TL-301,3.71,0.79,6.38,1.11,2.69,46,-72,68,0.956,0.171,1.707,0.592,Critical
2167,2026-04-01T07:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.5,0.17,1.46,0.27,0.71,10,-74,87,0.063,0.173,0.05,0.134,Normal
2168,2026-04-01T08:00:00.000Z,korba-west-bench,zone-b,PZ-401,2.2,0.44,2.69,0.47,1.18,59,-62,85,0.251,0.168,1.298,0.314,Warning
2169,2026-04-01T09:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.23,0.24,0.41,0.47,0.68,26,-73,87,0.137,0.922,0.06,0.186,Normal
2170,2026-04-01T10:00:00.000Z,korba-west-bench,zone-b,EX-201,0,0.09,1.62,0.15,0.45,24,-68,81,0.022,0.087,0,0.134,Normal
2171,2026-04-01T11:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.66,0.22,0,0,0.46,18,-63,67,0.022,0,0.119,0.074,Normal
2172,2026-04-01T12:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.08,0.43,1.67,0.61,0.87,50,-68,70,0.305,0.345,0.54,0.271,Normal
2173,2026-04-01T13:00:00.000Z,singareni-s4,zone-c,TL-301,0,0.19,1.05,0.04,0.69,14,-65,84,0.027,0.035,0,0.102,Normal
2174,2026-04-01T14:00:00.000Z,singareni-s4,zone-a,TL-301,0.81,0.06,0.38,0.1,0.41,20,-69,65,0.012,0.208,0.162,0.09,Normal
2175,2026-04-01T15:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.93,0.35,4.01,0.36,2.17,48,-64,88,0.161,0.088,0.926,0.404,Warning
2176,2026-04-01T16:00:00.000Z,korba-west-bench,zone-a,EX-201,1.65,0.43,4.13,0.43,1.97,63,-74,92,0.228,0.102,1.039,0.373,Warning
2177,2026-04-01T17:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.14,0.11,0.49,0,0,25,-74,67,0.011,0,0.035,0.081,Normal
2178,2026-04-01T18:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.86,0.03,1.88,0.08,0.8,24,-71,63,0.005,0.04,0.206,0.166,Normal
2179,2026-04-01T19:00:00.000Z,singareni-s4,zone-a,PZ-401,1.16,0,2.87,0.14,1.03,27,-61,62,0,0.047,0.313,0.113,Normal
2180,2026-04-01T20:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.11,0.03,0.86,0.05,0.8,40,-67,79,0.005,0.052,0.044,0.062,Normal
2181,2026-04-01T21:00:00.000Z,korba-west-bench,zone-c,SN-101,0.37,0.18,1.03,0.11,0.42,19,-60,88,0.038,0.097,0.07,0.115,Normal
2182,2026-04-01T22:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.56,0.17,3.89,0.52,1.01,53,-80,92,0.105,0.13,0.827,0.387,Warning
2183,2026-04-01T23:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.29,0.34,2.97,0.32,1.77,50,-67,85,0.143,0.104,0.645,0.29,Normal
2184,2026-04-02T00:00:00.000Z,raniganj-south-slope,zone-d,EX-201,3.23,0.71,7.51,1.07,3.32,69,-81,66,0.831,0.141,2.229,0.636,Critical
2185,2026-04-02T01:00:00.000Z,singareni-s4,zone-c,EX-201,1.53,0.38,4.32,0.37,2.87,41,-67,99,0.179,0.084,0.627,0.25,Normal
2186,2026-04-02T02:00:00.000Z,singareni-s4,zone-c,SN-101,0.68,0.11,0.29,0.15,0,21,-69,65,0.028,0.385,0.143,0.068,Normal
2187,2026-04-02T03:00:00.000Z,korba-west-bench,zone-d,TL-301,3.93,0.86,7.05,0.78,3.72,72,-73,84,0.757,0.109,2.83,0.689,Critical
2188,2026-04-02T04:00:00.000Z,korba-west-bench,zone-d,TL-301,0,0.25,2.69,0,0.19,30,-74,81,0.025,0,0,0.088,Normal
2189,2026-04-02T05:00:00.000Z,korba-west-bench,zone-b,SN-101,1.65,0.46,2.29,0.4,1.97,59,-79,97,0.23,0.167,0.973,0.285,Normal
2190,2026-04-02T06:00:00.000Z,singareni-s4,zone-a,SN-101,0.31,0.13,0.44,0.11,1.2,25,-71,76,0.027,0.204,0.077,0.078,Normal
2191,2026-04-02T07:00:00.000Z,korba-west-bench,zone-a,EX-201,0.02,0.01,1.2,0.25,0.8,35,-67,65,0.003,0.192,0.007,0.118,Normal
2192,2026-04-02T08:00:00.000Z,singareni-s4,zone-b,TL-301,4.15,0.63,6.54,1.21,2.32,68,-72,84,0.825,0.182,2.822,0.582,Critical
2193,2026-04-02T09:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0.26,0.18,0.61,0,1.09,30,-69,94,0.018,0,0.078,0.11,Normal
2194,2026-04-02T10:00:00.000Z,korba-west-bench,zone-b,TL-301,0.71,0.11,1.09,0.23,0.37,17,-63,76,0.036,0.193,0.121,0.186,Normal
2195,2026-04-02T11:00:00.000Z,singareni-s4,zone-c,PZ-401,3.61,0.69,6.97,1.04,3.78,71,-82,68,0.787,0.147,2.563,0.61,Critical
2196,2026-04-02T12:00:00.000Z,raniganj-south-slope,zone-c,SN-101,3.52,0.61,6.55,1.26,3.55,84,-84,96,0.83,0.189,2.957,0.625,Critical
2197,2026-04-02T13:00:00.000Z,singareni-s4,zone-a,TL-301,1.91,0.37,2.01,0.5,1.78,53,-67,65,0.222,0.237,1.012,0.334,Warning
2198,2026-04-02T14:00:00.000Z,raniganj-south-slope,zone-c,SN-101,1.42,0.34,2.82,0.39,1.56,56,-83,96,0.167,0.134,0.795,0.273,Normal
2199,2026-04-02T15:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,2.78,0.94,7.69,1.15,3.95,79,-68,83,1.175,0.148,2.196,0.616,Critical
2200,2026-04-02T16:00:00.000Z,singareni-s4,zone-c,TL-301,2.09,0.02,2.61,0.64,1.4,46,-80,72,0.015,0.236,0.961,0.204,Normal
2201,2026-04-02T17:00:00.000Z,singareni-s4,zone-a,TL-301,0,0.35,0,0.24,0,22,-75,83,0.119,2.4,0,0.129,Normal
2202,2026-04-02T18:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.85,0,0.81,0,0.51,31,-76,71,0,0,0.264,0.094,Normal
2203,2026-04-02T19:00:00.000Z,korba-west-bench,zone-b,PZ-401,0.03,0.09,0.69,0.28,0.44,26,-83,90,0.034,0.354,0.008,0.153,Normal
2204,2026-04-02T20:00:00.000Z,singareni-s4,zone-a,PZ-401,0,0,1.45,0,0.05,35,-60,77,0,0,0,0.043,Normal
2205,2026-04-02T21:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.44,0.19,1.19,0.22,0.25,24,-75,85,0.061,0.171,0.106,0.11,Normal
2206,2026-04-02T22:00:00.000Z,singareni-s4,zone-b,SN-101,0,0.31,0,0,1.25,18,-62,62,0.031,0,0,0.144,Normal
2207,2026-04-02T23:00:00.000Z,singareni-s4,zone-d,EX-201,2.18,0.26,4.45,0.35,1.58,51,-65,85,0.117,0.077,1.112,0.29,Normal
2208,2026-04-03T00:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.11,0.1,2.38,0.14,0.76,19,-71,71,0.024,0.056,0.211,0.128,Normal
2209,2026-04-03T01:00:00.000Z,korba-west-bench,zone-b,EX-201,0.5,0.22,1.11,0.04,1.47,11,-73,76,0.031,0.033,0.055,0.174,Normal
2210,2026-04-03T02:00:00.000Z,singareni-s4,zone-c,SN-101,0.65,0.09,2.37,0.14,0.09,10,-63,72,0.022,0.057,0.065,0.208,Normal
2211,2026-04-03T03:00:00.000Z,jharia-open-pit,zone-a,PZ-401,1.71,0.47,3.06,0.22,1.81,42,-60,84,0.15,0.07,0.718,0.241,Normal
2212,2026-04-03T04:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0,0.05,0.77,0.25,0.47,41,-70,61,0.017,0.287,0,0.104,Normal
2213,2026-04-03T05:00:00.000Z,singareni-s4,zone-d,TL-301,0.44,0,1.69,0,0.21,11,-82,88,0,0,0.048,0.048,Normal
2214,2026-04-03T06:00:00.000Z,korba-west-bench,zone-a,EX-201,0.1,0,0.04,0.22,1.3,14,-68,69,0,1.571,0.014,0.013,Normal
2215,2026-04-03T07:00:00.000Z,singareni-s4,zone-c,PZ-401,0.49,0.23,2.76,0.05,0.04,24,-75,62,0.035,0.017,0.118,0.085,Normal
2216,2026-04-03T08:00:00.000Z,korba-west-bench,zone-a,TL-301,0.15,0.18,0,0.22,1.28,30,-62,78,0.058,2.2,0.045,0.084,Normal
2217,2026-04-03T09:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.47,0.04,0,0.06,1.3,26,-66,81,0.006,0.6,0.122,0.078,Normal
2218,2026-04-03T10:00:00.000Z,singareni-s4,zone-a,PZ-401,1.66,0.42,2.44,0.3,1.79,50,-63,69,0.168,0.118,0.83,0.237,Normal
2219,2026-04-03T11:00:00.000Z,korba-west-bench,zone-a,SN-101,0,0.14,1.64,0,0.05,13,-63,96,0.014,0,0,0.058,Normal
2220,2026-04-03T12:00:00.000Z,singareni-s4,zone-c,SN-101,0.35,0.01,0.35,0.1,1.01,30,-72,65,0.002,0.222,0.105,0.06,Normal
2221,2026-04-03T13:00:00.000Z,korba-west-bench,zone-d,TL-301,3.48,0.81,6.75,1.26,3.67,74,-85,77,1.102,0.184,2.575,0.572,Critical
2222,2026-04-03T14:00:00.000Z,singareni-s4,zone-b,EX-201,0.08,0,0.44,0.25,0.46,17,-62,85,0,0.463,0.014,0.07,Normal
2223,2026-04-03T15:00:00.000Z,korba-west-bench,zone-c,SN-101,0.39,0.03,0.03,0.02,1.68,26,-68,92,0.004,0.154,0.101,0.036,Normal
2224,2026-04-03T16:00:00.000Z,korba-west-bench,zone-a,SN-101,0,0.23,0,0.21,0.85,35,-84,70,0.071,2.1,0,0.12,Normal
2225,2026-04-03T17:00:00.000Z,jharia-open-pit,zone-c,TL-301,0.43,0,1.4,0.18,0.49,30,-81,84,0,0.12,0.129,0.098,Normal
2226,2026-04-03T18:00:00.000Z,jharia-open-pit,zone-d,PZ-401,2,0.24,3.35,0.41,1.78,65,-73,91,0.122,0.119,1.3,0.399,Warning
2227,2026-04-03T19:00:00.000Z,singareni-s4,zone-b,PZ-401,0,0,1.21,0.12,0.29,30,-69,62,0,0.092,0,0.103,Normal
2228,2026-04-03T20:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.39,0.09,0.72,0.2,0.53,27,-79,62,0.027,0.244,0.105,0.151,Normal
2229,2026-04-03T21:00:00.000Z,singareni-s4,zone-d,SN-101,0.03,0.19,0,0.07,0.39,23,-68,71,0.032,0.7,0.007,0.079,Normal
2230,2026-04-03T22:00:00.000Z,korba-west-bench,zone-b,EX-201,3.45,1.05,7.66,1.23,2.31,71,-67,64,1.397,0.159,2.45,0.691,Critical
