reading_id,timestamp,site_id,zone_id,sensor_id,ground_displacement_mm,displacement_rate_mm_hr,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,sensor_battery_pct,risk_class
1895,2026-03-20T23:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.36,0.27,0.46,0.11,1.40,0.13,0.55,23,75,Normal
1896,2026-03-21T00:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.30,0.72,0.44,0.11,0.64,0.19,0.51,17,94,Normal
1897,2026-03-21T01:00:00.000Z,singareni-s4,zone-c,EX-201,0.85,0.47,0.07,0.15,0.20,0.18,0.31,36,79,Normal
1898,2026-03-21T02:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,3.40,0.55,0.00,0.14,1.30,0.03,0.61,20,75,Normal
1899,2026-03-21T03:00:00.000Z,singareni-s4,zone-a,TL-301,0.79,0.46,0.05,0.05,1.09,0.19,0.26,29,86,Normal
1900,2026-03-21T04:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.35,0.73,0.45,0.01,0.99,0.18,1.13,39,69,Normal
1901,2026-03-21T05:00:00.000Z,korba-west-bench,zone-d,PZ-401,9.47,1.27,2.57,0.22,1.88,0.26,2.71,56,82,Warning
1902,2026-03-21T06:00:00.000Z,korba-west-bench,zone-d,PZ-401,10.06,1.61,1.62,0.46,2.60,0.63,1.74,49,62,Warning
1903,2026-03-21T07:00:00.000Z,korba-west-bench,zone-b,PZ-401,2.59,0.35,0.13,0.02,0.10,0.19,0.92,34,80,Normal
1904,2026-03-21T08:00:00.000Z,singareni-s4,zone-d,SN-102,3.08,0.07,0.39,0.05,0.10,0.11,0.52,19,66,Normal
1905,2026-03-21T09:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.03,0.52,0.63,0.09,1.28,0.11,0.21,35,70,Normal
1906,2026-03-21T10:00:00.000Z,korba-west-bench,zone-c,TL-301,2.46,0.44,0.36,0.11,1.40,0.05,0.33,29,77,Normal
1907,2026-03-21T11:00:00.000Z,korba-west-bench,zone-b,SN-102,1.35,0.71,0.58,0.05,0.42,0.13,1.06,38,79,Normal
1908,2026-03-21T12:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,4.07,0.77,0.61,0.07,0.46,0.20,0.24,31,92,Normal
1909,2026-03-21T13:00:00.000Z,jharia-open-pit,zone-c,SN-101,15.81,5.01,5.77,1.47,7.13,1.62,4.49,58,90,Critical
1910,2026-03-21T14:00:00.000Z,korba-west-bench,zone-d,PZ-401,7.43,1.24,2.32,0.18,2.84,0.69,1.21,49,86,Warning
1911,2026-03-21T15:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.85,0.63,0.53,0.10,1.41,0.08,0.79,20,66,Normal
1912,2026-03-21T16:00:00.000Z,singareni-s4,zone-d,EX-201,2.73,0.58,0.46,0.13,0.59,0.08,0.43,38,81,Normal
1913,2026-03-21T17:00:00.000Z,jharia-open-pit,zone-d,SN-102,29.03,4.89,5.52,1.42,7.13,2.35,5.66,91,85,Critical
1914,2026-03-21T18:00:00.000Z,singareni-s4,zone-d,SN-102,3.17,0.40,0.55,0.00,0.44,0.08,0.13,25,98,Normal
1915,2026-03-21T19:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.55,0.17,0.78,0.14,0.43,0.14,0.89,39,90,Normal
1916,2026-03-21T20:00:00.000Z,singareni-s4,zone-a,TL-301,7.65,1.86,2.11,0.19,3.45,0.66,2.87,40,85,Warning
1917,2026-03-21T21:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.13,0.30,0.19,0.14,1.32,0.18,0.81,15,73,Normal
1918,2026-03-21T22:00:00.000Z,raniganj-south-slope,zone-a,EX-201,3.13,0.40,0.12,0.02,0.27,0.12,0.88,19,86,Normal
1919,2026-03-21T23:00:00.000Z,jharia-open-pit,zone-b,EX-201,2.03,0.27,0.30,0.03,0.71,0.18,0.98,27,61,Normal
1920,2026-03-22T00:00:00.000Z,jharia-open-pit,zone-c,SN-102,3.66,0.47,0.14,0.15,0.83,0.18,0.64,22,97,Normal
1921,2026-03-22T01:00:00.000Z,singareni-s4,zone-c,PZ-401,1.83,0.75,0.03,0.13,0.86,0.11,0.63,35,99,Normal
1922,2026-03-22T02:00:00.000Z,jharia-open-pit,zone-a,SN-102,2.89,0.15,0.54,0.10,1.23,0.15,0.96,27,64,Normal
1923,2026-03-22T03:00:00.000Z,korba-west-bench,zone-d,SN-102,0.30,0.04,0.56,0.02,0.23,0.01,0.07,29,89,Normal
1924,2026-03-22T04:00:00.000Z,raniganj-south-slope,zone-b,SN-101,6.72,2.33,2.14,0.46,2.98,0.23,2.43,35,71,Warning
1925,2026-03-22T05:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,8.86,0.89,1.62,0.41,4.66,0.37,1.46,64,77,Warning
1926,2026-03-22T06:00:00.000Z,jharia-open-pit,zone-b,SN-101,8.09,2.35,1.77,0.37,3.46,0.68,2.38,64,64,Warning
1927,2026-03-22T07:00:00.000Z,jharia-open-pit,zone-d,SN-101,4.14,0.75,0.79,0.07,1.05,0.14,1.01,33,82,Normal
1928,2026-03-22T08:00:00.000Z,singareni-s4,zone-c,EX-201,7.38,2.00,1.02,0.36,1.66,0.49,1.92,55,97,Warning
1929,2026-03-22T09:00:00.000Z,singareni-s4,zone-d,EX-201,3.30,0.68,0.75,0.04,1.12,0.19,0.70,24,72,Normal
1930,2026-03-22T10:00:00.000Z,korba-west-bench,zone-d,EX-201,20.58,4.73,4.15,1.02,11.83,1.73,2.77,73,99,Critical
1931,2026-03-22T11:00:00.000Z,singareni-s4,zone-a,SN-102,8.47,1.47,1.16,0.18,3.84,0.38,1.43,49,92,Warning
1932,2026-03-22T12:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,12.40,4.87,2.73,1.33,8.51,1.61,4.93,61,97,Critical
1933,2026-03-22T13:00:00.000Z,korba-west-bench,zone-a,SN-101,1.40,0.44,0.16,0.01,0.19,0.19,0.03,16,87,Normal
1934,2026-03-22T14:00:00.000Z,korba-west-bench,zone-d,PZ-401,7.60,1.01,1.48,0.51,4.17,0.45,2.67,47,83,Warning
1935,2026-03-22T15:00:00.000Z,singareni-s4,zone-c,EX-201,1.68,0.05,0.58,0.01,0.89,0.19,0.84,33,87,Normal
1936,2026-03-22T16:00:00.000Z,jharia-open-pit,zone-b,PZ-401,3.00,0.74,0.23,0.09,0.71,0.04,0.70,24,93,Normal
1937,2026-03-22T17:00:00.000Z,singareni-s4,zone-a,EX-201,1.08,0.01,0.64,0.14,0.99,0.13,0.21,18,73,Normal
1938,2026-03-22T18:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.38,0.68,0.63,0.13,0.34,0.17,0.40,34,61,Normal
1939,2026-03-22T19:00:00.000Z,korba-west-bench,zone-c,PZ-401,8.82,1.57,2.52,0.44,1.71,0.33,1.46,37,72,Warning
1940,2026-03-22T20:00:00.000Z,jharia-open-pit,zone-b,SN-102,4.46,0.62,0.52,0.11,1.48,0.11,0.61,21,69,Normal
1941,2026-03-22T21:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,5.51,1.69,1.31,0.38,3.49,0.41,2.87,64,66,Warning
1942,2026-03-22T22:00:00.000Z,singareni-s4,zone-c,PZ-401,2.77,0.17,0.43,0.09,0.04,0.12,1.05,31,78,Normal
1943,2026-03-22T23:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,3.51,0.02,0.50,0.11,0.81,0.18,0.38,17,77,Normal
1944,2026-03-23T00:00:00.000Z,jharia-open-pit,zone-c,TL-301,1.52,0.60,0.63,0.01,1.38,0.19,1.12,32,71,Normal
1945,2026-03-23T01:00:00.000Z,raniganj-south-slope,zone-a,EX-201,7.52,1.12,2.51,0.58,3.66,0.36,2.55,50,82,Warning
1946,2026-03-23T02:00:00.000Z,singareni-s4,zone-b,SN-101,13.62,3.94,5.25,0.61,7.02,1.81,3.04,62,96,Critical
1947,2026-03-23T03:00:00.000Z,korba-west-bench,zone-a,PZ-401,1.04,0.01,0.18,0.00,1.34,0.09,0.62,36,82,Normal
1948,2026-03-23T04:00:00.000Z,singareni-s4,zone-c,EX-201,3.02,0.06,0.80,0.05,0.43,0.15,0.98,25,88,Normal
1949,2026-03-23T05:00:00.000Z,singareni-s4,zone-b,SN-101,27.11,3.11,3.15,1.34,5.87,1.38,4.90,55,70,Critical
1950,2026-03-23T06:00:00.000Z,raniganj-south-slope,zone-b,TL-301,6.27,1.01,2.13,0.48,3.01,0.30,2.50,61,67,Warning
1951,2026-03-23T07:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.19,0.14,0.42,0.12,0.90,0.04,0.62,24,89,Normal
1952,2026-03-23T08:00:00.000Z,singareni-s4,zone-c,SN-102,3.47,0.62,0.15,0.15,1.14,0.03,0.27,21,60,Normal
1953,2026-03-23T09:00:00.000Z,singareni-s4,zone-b,SN-101,3.67,0.10,0.42,0.00,0.91,0.17,0.30,36,92,Normal
1954,2026-03-23T10:00:00.000Z,korba-west-bench,zone-b,SN-102,20.69,3.28,5.31,0.91,10.73,2.08,5.45,61,71,Critical
1955,2026-03-23T11:00:00.000Z,jharia-open-pit,zone-c,SN-101,3.77,0.61,0.18,0.06,1.06,0.10,0.53,32,98,Normal
1956,2026-03-23T12:00:00.000Z,korba-west-bench,zone-a,SN-102,1.04,0.21,0.03,0.11,0.22,0.18,1.17,29,95,Normal
1957,2026-03-23T13:00:00.000Z,jharia-open-pit,zone-c,TL-301,17.48,3.44,5.81,1.02,5.90,1.24,5.24,72,72,Critical
1958,2026-03-23T14:00:00.000Z,korba-west-bench,zone-d,EX-201,1.92,0.71,0.29,0.05,1.10,0.13,0.86,17,95,Normal
1959,2026-03-23T15:00:00.000Z,singareni-s4,zone-b,TL-301,4.42,0.39,0.44,0.10,1.30,0.00,0.47,35,70,Normal
1960,2026-03-23T16:00:00.000Z,raniganj-south-slope,zone-b,EX-201,5.27,1.47,1.48,0.49,4.24,0.42,1.44,36,85,Warning
1961,2026-03-23T17:00:00.000Z,singareni-s4,zone-c,SN-102,0.14,0.50,0.75,0.14,1.30,0.12,1.14,19,98,Normal
1962,2026-03-23T18:00:00.000Z,singareni-s4,zone-d,PZ-401,7.29,2.34,1.44,0.22,4.64,0.64,2.04,52,64,Warning
1963,2026-03-23T19:00:00.000Z,jharia-open-pit,zone-a,TL-301,3.42,0.48,0.51,0.08,0.22,0.20,1.00,23,66,Normal
1964,2026-03-23T20:00:00.000Z,korba-west-bench,zone-c,SN-101,6.65,1.73,0.86,0.17,2.86,0.46,2.78,42,98,Warning
1965,2026-03-23T21:00:00.000Z,singareni-s4,zone-b,EX-201,4.16,0.16,0.67,0.14,1.27,0.19,0.12,28,66,Normal
1966,2026-03-23T22:00:00.000Z,raniganj-south-slope,zone-c,TL-301,14.63,6.23,3.63,1.62,12.39,1.84,6.04,86,80,Critical
1967,2026-03-23T23:00:00.000Z,singareni-s4,zone-a,PZ-401,0.97,0.78,0.09,0.02,1.11,0.06,0.73,32,77,Normal
1968,2026-03-24T00:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.70,0.72,0.01,0.09,0.41,0.00,0.37,36,86,Normal
1969,2026-03-24T01:00:00.000Z,singareni-s4,zone-b,SN-101,1.97,0.18,0.56,0.14,0.53,0.05,0.72,26,62,Normal
1970,2026-03-24T02:00:00.000Z,korba-west-bench,zone-d,TL-301,9.57,0.92,2.17,0.51,3.21,0.25,2.23,42,79,Warning
1971,2026-03-24T03:00:00.000Z,raniganj-south-slope,zone-d,SN-102,1.76,0.15,0.79,0.06,0.36,0.13,0.91,18,84,Normal
1972,2026-03-24T04:00:00.000Z,singareni-s4,zone-d,EX-201,1.07,0.34,0.69,0.01,0.37,0.00,1.01,35,60,Normal
1973,2026-03-24T05:00:00.000Z,korba-west-bench,zone-c,EX-201,3.89,0.25,0.56,0.09,1.08,0.00,,29,89,Normal
1974,2026-03-24T06:00:00.000Z,singareni-s4,zone-c,SN-102,2.35,0.11,0.22,0.11,0.71,0.14,0.42,29,67,Normal
1975,2026-03-24T07:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.20,0.61,0.56,0.00,0.08,0.03,0.14,33,97,Normal
1976,2026-03-24T08:00:00.000Z,singareni-s4,zone-d,SN-102,3.55,0.40,0.40,0.07,1.42,0.05,1.05,26,76,Normal
1977,2026-03-24T09:00:00.000Z,singareni-s4,zone-c,TL-301,0.16,0.72,0.36,0.12,1.09,0.18,,30,79,Normal
1978,2026-03-24T10:00:00.000Z,korba-west-bench,zone-d,TL-301,2.43,0.22,0.50,0.12,0.64,0.18,0.02,26,99,Normal
1979,2026-03-24T11:00:00.000Z,jharia-open-pit,zone-a,TL-301,1.07,0.26,0.27,0.05,0.71,0.01,0.07,27,62,Normal
1980,2026-03-24T12:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,6.64,1.32,1.84,0.53,4.14,0.70,2.47,58,77,Warning
1981,2026-03-24T13:00:00.000Z,korba-west-bench,zone-a,PZ-401,3.51,0.05,0.23,0.10,0.23,0.20,0.47,16,87,Normal
1982,2026-03-24T14:00:00.000Z,jharia-open-pit,zone-d,TL-301,14.08,3.85,3.03,0.62,5.46,2.32,4.43,80,64,Critical
1983,2026-03-24T15:00:00.000Z,jharia-open-pit,zone-a,SN-102,1.34,0.62,0.05,0.03,0.01,0.17,0.61,33,88,Normal
1984,2026-03-24T16:00:00.000Z,korba-west-bench,zone-d,EX-201,1.69,0.46,0.70,0.12,0.92,0.10,0.82,19,70,Normal
1985,2026-03-24T17:00:00.000Z,korba-west-bench,zone-d,TL-301,19.57,3.84,2.78,1.68,12.57,2.11,5.41,64,77,Critical
1986,2026-03-24T18:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.64,0.33,0.10,0.07,1.46,0.03,1.12,36,69,Normal
1987,2026-03-24T19:00:00.000Z,korba-west-bench,zone-c,EX-201,9.73,0.94,2.37,0.51,3.92,0.56,1.50,44,97,Warning
1988,2026-03-24T20:00:00.000Z,jharia-open-pit,zone-c,TL-301,10.19,1.40,2.15,0.30,2.47,0.20,1.24,60,91,Warning
1989,2026-03-24T21:00:00.000Z,korba-west-bench,zone-b,SN-102,4.10,0.48,0.22,0.02,1.04,0.01,0.14,39,64,Normal
1990,2026-03-24T22:00:00.000Z,jharia-open-pit,zone-c,PZ-401,7.07,1.23,1.73,0.22,1.56,0.30,2.49,61,87,Warning
1991,2026-03-24T23:00:00.000Z,korba-west-bench,zone-c,PZ-401,4.19,0.31,0.04,0.03,0.53,0.16,0.39,38,89,Normal
1992,2026-03-25T00:00:00.000Z,jharia-open-pit,zone-b,EX-201,3.12,0.40,0.20,0.01,0.13,0.06,0.77,26,93,Normal
1993,2026-03-25T01:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,4.41,0.56,0.53,0.12,0.42,0.16,0.74,24,60,Normal
1994,2026-03-25T02:00:00.000Z,korba-west-bench,zone-b,EX-201,10.77,1.07,1.69,0.52,3.30,0.64,1.48,59,91,Warning
1995,2026-03-25T03:00:00.000Z,singareni-s4,zone-a,EX-201,0.82,0.28,0.11,0.14,0.53,0.02,0.70,15,91,Normal
1996,2026-03-25T04:00:00.000Z,jharia-open-pit,zone-d,PZ-401,17.23,3.60,2.52,1.13,9.50,0.97,5.38,76,96,Critical
1997,2026-03-25T05:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.30,0.19,0.32,0.04,0.35,0.06,0.84,18,91,Normal
1998,2026-03-25T06:00:00.000Z,singareni-s4,zone-c,PZ-401,1.79,0.76,0.52,0.05,0.67,0.11,0.27,16,88,Normal
1999,2026-03-25T07:00:00.000Z,raniganj-south-slope,zone-a,SN-101,4.24,0.56,0.78,0.01,0.59,0.07,0.16,39,71,Normal
2000,2026-03-25T08:00:00.000Z,raniganj-south-slope,zone-c,EX-201,8.11,0.97,2.24,0.41,2.89,0.41,2.17,44,64,Warning
2001,2026-03-25T09:00:00.000Z,raniganj-south-slope,zone-a,SN-101,1.85,0.09,0.25,0.11,0.65,0.11,0.88,23,67,Normal
2002,2026-03-25T10:00:00.000Z,korba-west-bench,zone-c,EX-201,10.88,1.89,1.50,0.33,2.05,0.30,,53,61,Warning
2003,2026-03-25T11:00:00.000Z,raniganj-south-slope,zone-c,SN-102,4.25,0.15,0.62,0.07,1.33,0.13,0.09,25,83,Normal
2004,2026-03-25T12:00:00.000Z,jharia-open-pit,zone-b,SN-102,1.36,0.18,0.76,0.04,1.46,0.17,0.90,39,66,Normal
2005,2026-03-25T13:00:00.000Z,singareni-s4,zone-a,EX-201,9.57,1.56,0.97,0.20,3.65,0.30,1.72,63,64,Warning
2006,2026-03-25T14:00:00.000Z,korba-west-bench,zone-c,TL-301,18.79,5.85,3.97,0.80,9.19,2.20,5.85,61,76,Critical
2007,2026-03-25T15:00:00.000Z,singareni-s4,zone-a,SN-101,0.41,0.16,0.02,0.08,0.51,0.11,0.51,36,94,Normal
2008,2026-03-25T16:00:00.000Z,korba-west-bench,zone-a,PZ-401,1.70,0.38,0.09,0.08,1.45,0.09,0.28,17,81,Normal
2009,2026-03-25T17:00:00.000Z,jharia-open-pit,zone-c,SN-101,2.33,0.22,0.42,0.04,0.78,0.15,0.67,30,78,Normal
2010,2026-03-25T18:00:00.000Z,korba-west-bench,zone-a,TL-301,21.79,6.17,3.12,0.71,10.48,2.11,2.84,58,82,Critical
2011,2026-03-25T19:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.27,0.11,0.66,0.13,0.17,0.17,0.91,30,97,Normal
2012,2026-03-25T20:00:00.000Z,jharia-open-pit,zone-b,PZ-401,12.63,5.77,5.48,0.79,12.85,1.69,4.15,74,68,Critical
2013,2026-03-25T21:00:00.000Z,korba-west-bench,zone-d,TL-301,3.21,0.75,0.23,0.02,1.43,0.13,0.37,21,90,Normal
2014,2026-03-25T22:00:00.000Z,korba-west-bench,zone-a,TL-301,0.56,0.35,0.78,0.06,1.34,0.08,0.67,29,92,Normal
2015,2026-03-25T23:00:00.000Z,korba-west-bench,zone-a,SN-101,11.23,1.42,2.59,0.40,4.61,0.41,2.20,47,84,Warning
2016,2026-03-26T00:00:00.000Z,korba-west-bench,zone-c,TL-301,10.06,1.82,2.23,0.16,3.24,0.70,1.49,40,92,Warning
2017,2026-03-26T01:00:00.000Z,singareni-s4,zone-a,SN-102,1.63,0.19,0.25,0.05,0.04,0.06,0.61,31,65,Normal
2018,2026-03-26T02:00:00.000Z,singareni-s4,zone-d,SN-102,4.12,0.62,0.32,0.13,0.66,0.01,0.70,32,60,Normal
2019,2026-03-26T03:00:00.000Z,korba-west-bench,zone-c,PZ-401,6.11,1.86,2.51,0.55,4.43,0.30,2.82,48,76,Warning
2020,2026-03-26T04:00:00.000Z,korba-west-bench,zone-a,TL-301,3.30,0.75,0.22,0.09,1.13,0.06,0.22,18,81,Normal
2021,2026-03-26T05:00:00.000Z,singareni-s4,zone-c,EX-201,2.75,0.41,0.12,0.09,1.48,0.18,1.02,28,79,Normal
2022,2026-03-26T06:00:00.000Z,raniganj-south-slope,zone-a,TL-301,9.41,2.00,2.03,0.33,2.59,0.49,1.79,59,98,Warning
2023,2026-03-26T07:00:00.000Z,jharia-open-pit,zone-b,SN-101,1.47,0.55,0.11,0.13,1.30,0.13,1.11,15,91,Normal
2024,2026-03-26T08:00:00.000Z,raniganj-south-slope,zone-d,SN-101,3.76,0.60,0.62,0.06,0.74,0.15,0.24,16,71,Normal
2025,2026-03-26T09:00:00.000Z,korba-west-bench,zone-d,EX-201,7.80,2.40,1.55,0.43,1.55,0.25,1.91,40,71,Warning
2026,2026-03-26T10:00:00.000Z,korba-west-bench,zone-c,EX-201,2.89,0.46,0.53,0.03,0.11,0.13,1.03,24,62,Normal
2027,2026-03-26T11:00:00.000Z,korba-west-bench,zone-d,EX-201,2.90,0.01,0.32,0.05,0.67,0.11,1.11,38,79,Normal
2028,2026-03-26T12:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,27.92,6.88,2.60,0.88,10.53,2.34,4.82,82,83,Critical
2029,2026-03-26T13:00:00.000Z,korba-west-bench,zone-c,EX-201,4.18,0.01,0.19,0.07,0.61,0.13,0.48,32,74,Normal
2030,2026-03-26T14:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,6.87,2.28,1.79,0.57,3.46,0.70,1.40,59,99,Warning
2031,2026-03-26T15:00:00.000Z,singareni-s4,zone-a,EX-201,0.87,0.46,0.30,0.01,0.42,0.18,1.20,32,89,Normal
2032,2026-03-26T16:00:00.000Z,jharia-open-pit,zone-c,SN-102,3.89,0.77,0.65,0.03,0.67,0.10,1.04,29,68,Normal
2033,2026-03-26T17:00:00.000Z,korba-west-bench,zone-c,SN-101,0.24,0.11,0.21,0.05,1.39,0.14,0.19,28,89,Normal
2034,2026-03-26T18:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.11,0.13,0.14,0.09,0.24,0.03,1.11,,73,Normal
2035,2026-03-26T19:00:00.000Z,korba-west-bench,zone-a,SN-102,1.48,0.12,0.08,0.04,1.07,0.07,1.05,33,97,Normal
2036,2026-03-26T20:00:00.000Z,jharia-open-pit,zone-b,PZ-401,6.19,1.51,2.01,0.57,3.50,0.56,1.20,61,80,Warning
2037,2026-03-26T21:00:00.000Z,singareni-s4,zone-b,TL-301,2.82,0.77,0.63,0.06,0.32,0.03,0.81,17,82,Normal
2038,2026-03-26T22:00:00.000Z,jharia-open-pit,zone-a,PZ-401,2.27,0.12,0.17,0.00,0.14,0.09,0.44,28,71,Normal
2039,2026-03-26T23:00:00.000Z,raniganj-south-slope,zone-a,SN-102,8.25,1.79,2.40,0.55,2.53,0.25,1.43,48,66,Warning
2040,2026-03-27T00:00:00.000Z,singareni-s4,zone-d,PZ-401,7.39,2.19,1.86,0.26,2.89,0.42,1.72,61,79,Warning
2041,2026-03-27T01:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,19.53,3.62,3.95,0.55,6.43,2.29,4.95,93,74,Critical
2042,2026-03-27T02:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.62,0.58,0.37,0.03,1.29,0.16,0.66,33,81,Normal
2043,2026-03-27T03:00:00.000Z,singareni-s4,zone-a,SN-102,3.76,0.69,0.23,0.11,0.58,0.18,0.58,31,76,Normal
2044,2026-03-27T04:00:00.000Z,jharia-open-pit,zone-d,SN-102,20.89,6.37,3.01,0.67,6.60,1.12,5.19,69,78,Critical
2045,2026-03-27T05:00:00.000Z,jharia-open-pit,zone-c,SN-102,1.71,0.24,0.24,0.05,1.48,0.12,0.65,16,63,Normal
2046,2026-03-27T06:00:00.000Z,jharia-open-pit,zone-c,PZ-401,6.48,1.43,1.01,0.43,4.16,0.28,1.80,46,98,Warning
2047,2026-03-27T07:00:00.000Z,jharia-open-pit,zone-d,PZ-401,19.47,4.00,3.27,1.05,6.90,2.47,2.78,66,97,Critical
2048,2026-03-27T08:00:00.000Z,raniganj-south-slope,zone-a,TL-301,7.48,1.84,1.96,0.45,3.44,0.20,2.14,40,83,Warning
2049,2026-03-27T09:00:00.000Z,jharia-open-pit,zone-d,SN-102,9.04,1.68,0.86,0.19,4.27,0.49,1.35,38,81,Warning
2050,2026-03-27T10:00:00.000Z,jharia-open-pit,zone-a,EX-201,23.15,4.11,4.49,1.52,10.92,2.41,5.11,68,62,Critical
2051,2026-03-27T11:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,6.85,2.04,2.43,0.38,1.71,0.59,1.32,46,75,Warning
2052,2026-03-27T12:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.31,0.49,0.47,0.09,0.41,0.02,0.25,25,98,Normal
2053,2026-03-27T13:00:00.000Z,korba-west-bench,zone-c,TL-301,22.44,4.95,2.62,0.66,12.20,2.33,3.72,75,84,Critical
2054,2026-03-27T14:00:00.000Z,jharia-open-pit,zone-d,SN-101,3.59,0.58,0.24,0.10,0.90,0.19,0.75,29,62,Normal
2055,2026-03-27T15:00:00.000Z,jharia-open-pit,zone-b,TL-301,6.96,1.27,1.50,0.42,3.08,0.27,2.64,56,93,Warning
2056,2026-03-27T16:00:00.000Z,raniganj-south-slope,zone-b,SN-101,7.95,2.17,1.09,0.16,4.10,0.24,1.86,37,65,Warning
2057,2026-03-27T17:00:00.000Z,singareni-s4,zone-d,EX-201,5.97,2.35,2.18,0.21,3.97,0.73,1.89,43,90,Warning
2058,2026-03-27T18:00:00.000Z,korba-west-bench,zone-c,SN-102,0.62,0.13,0.42,0.05,1.32,0.17,0.88,18,79,Normal
2059,2026-03-27T19:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.68,0.70,0.21,0.07,0.77,0.02,0.34,21,64,Normal
2060,2026-03-27T20:00:00.000Z,korba-west-bench,zone-a,TL-301,2.17,0.24,0.25,0.09,0.65,0.05,0.04,36,64,Normal
2061,2026-03-27T21:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,4.11,0.09,0.47,0.07,0.74,0.15,0.90,32,83,Normal
2062,2026-03-27T22:00:00.000Z,singareni-s4,zone-a,PZ-401,7.11,1.83,2.11,0.42,3.89,0.47,2.67,60,84,Warning
2063,2026-03-27T23:00:00.000Z,singareni-s4,zone-d,PZ-401,6.34,0.90,1.64,0.19,2.32,0.69,1.56,43,74,Warning
2064,2026-03-28T00:00:00.000Z,singareni-s4,zone-c,SN-101,7.58,1.46,2.60,0.48,3.50,0.57,2.94,56,94,Warning
2065,2026-03-28T01:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.71,0.49,0.25,0.04,1.09,0.07,0.77,35,87,Normal
2066,2026-03-28T02:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.66,0.28,0.78,0.06,1.24,0.15,0.18,37,65,Normal
2067,2026-03-28T03:00:00.000Z,jharia-open-pit,zone-a,SN-102,3.71,0.33,0.42,0.06,1.30,0.09,0.41,37,88,Normal
2068,2026-03-28T04:00:00.000Z,singareni-s4,zone-c,TL-301,5.39,1.69,2.00,0.17,4.44,0.47,2.89,57,72,Warning
2069,2026-03-28T05:00:00.000Z,korba-west-bench,zone-d,PZ-401,1.27,0.13,0.57,0.12,0.60,0.03,0.85,18,60,Normal
2070,2026-03-28T06:00:00.000Z,raniganj-south-slope,zone-d,SN-101,25.51,6.22,5.74,0.89,6.16,2.06,3.77,69,80,Critical
2071,2026-03-28T07:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.38,0.76,0.38,0.09,0.59,0.05,0.41,39,79,Normal
2072,2026-03-28T08:00:00.000Z,korba-west-bench,zone-c,EX-201,3.16,0.21,0.72,0.02,0.42,0.07,0.56,37,86,Normal
2073,2026-03-28T09:00:00.000Z,korba-west-bench,zone-c,TL-301,2.96,0.17,0.02,0.02,1.39,0.06,0.97,21,63,Normal
2074,2026-03-28T10:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.40,0.05,0.32,0.06,1.16,0.05,0.25,15,94,Normal
2075,2026-03-28T11:00:00.000Z,korba-west-bench,zone-b,SN-102,5.54,0.81,2.45,0.36,4.45,0.39,2.06,35,99,Warning
2076,2026-03-28T12:00:00.000Z,singareni-s4,zone-a,SN-102,15.52,6.54,4.02,1.69,11.54,1.05,4.79,80,67,Critical
2077,2026-03-28T13:00:00.000Z,jharia-open-pit,zone-a,SN-101,3.92,0.32,0.35,0.06,0.51,0.09,0.65,38,80,Normal
2078,2026-03-28T14:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.69,0.53,0.53,0.05,1.26,0.14,0.68,37,78,Normal
2079,2026-03-28T15:00:00.000Z,jharia-open-pit,zone-c,TL-301,5.03,0.86,2.58,0.57,2.80,0.45,1.85,54,83,Warning
